fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,mes,dia_semana,es_fin_semana,es_festivo,precio_min_competencia,gap_precio,gap_porcentaje,margen_unitario,margen_total,promo_rival,ratio_competencia,ventas_lag1,ventas_lag7,dia,anio,es_black_friday,es_cyber_monday,es_quincena,es_cobro,estacion,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,media_movil_7,descuento_porcentaje,prec_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail,prediccion_unidades
2025-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,,115.0,,11,5,True,True,81.78,33.22,40.62117877231597,0.0,,True,1.4062117877231597,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,81.78,1.4062117877231597,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5591733999926192
2025-11-01,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,,135.0,,11,5,True,True,116.13,18.870000000000005,16.249031258072854,0.0,,True,1.1624903125807284,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,116.13,1.1624903125807284,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.6257740803474796
2025-11-01,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,,86.39,,11,5,True,True,74.21,12.180000000000009,16.412882360867815,1.3900000000000006,,True,1.1641288236086782,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-1.6352941176470597,74.21,1.1641288236086782,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5650442366090433
2025-11-01,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,,74.09,,11,5,True,True,65.98,8.11,12.291603516217034,-0.9099999999999966,,True,1.1229160351621703,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.2133333333333287,65.98,1.1229160351621703,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5569483503441899
2025-11-01,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,,34.76,,11,5,True,True,32.91,1.8500000000000012,5.621391674263147,-0.240000000000002,,False,1.0562139167426314,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.6857142857142914,32.91,1.0562139167426314,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.5664351662156215
2025-11-01,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,,63.8,,11,5,True,True,60.99,2.809999999999995,4.607312674208878,-1.2000000000000028,,False,1.0460731267420889,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,1.8461538461538505,60.99,1.0460731267420889,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1.5569483503441899
2025-11-01,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,,70.3,,11,5,True,True,62.67,7.6299999999999955,12.174884314664103,0.2999999999999971,,True,1.1217488431466411,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,-0.4285714285714245,62.67,1.1217488431466411,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5650442366090433
2025-11-01,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,,64.41,,11,5,True,True,55.66,8.75,15.720445562342796,-0.5900000000000034,,True,1.157204455623428,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.907692307692313,55.66,1.157204455623428,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.5569483503441899
2025-11-01,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,,400.0,,11,5,True,True,351.56,48.44,13.778586869951074,0.0,,True,1.1377858686995108,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,351.56,1.1377858686995108,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.548311446382628
2025-11-01,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,,175.0,,11,5,True,True,158.87,16.129999999999995,10.152955246427894,0.0,,True,1.101529552464279,0,0,1,2025,False,False,False,True,Otono,0,0,0,0,0,0,0,0,0.0,158.87,1.101529552464279,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.56663824672869
