fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,mes,dia_semana,es_fin_semana,es_festivo,precio_min_competencia,gap_precio,gap_porcentaje,margen_unitario,margen_total,promo_rival,ratio_competencia,ventas_lag1,ventas_lag7,dia,anio,es_black_friday,es_cyber_monday,es_quincena,es_cobro,estacion,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,media_movil_7,descuento_porcentaje,prec_competencia,ratio_precio,nombre_h_Adidas Own The Run Jacket,nombre_h_Adidas Ultraboost 23,nombre_h_Asics Gel Nimbus 25,nombre_h_Bowflex SelectTech 552,nombre_h_Columbia Silver Ridge,nombre_h_Decathlon Bandas Elásticas Set,nombre_h_Domyos BM900,nombre_h_Domyos Kit Mancuernas 20kg,nombre_h_Gaiam Premium Yoga Block,nombre_h_Liforme Yoga Pad,nombre_h_Lotuscrafts Yoga Bolster,nombre_h_Manduka PRO Yoga Mat,nombre_h_Merrell Moab 2 GTX,nombre_h_New Balance Fresh Foam X 1080v12,nombre_h_Nike Air Zoom Pegasus 40,nombre_h_Nike Dri-FIT Miler,nombre_h_Puma Velocity Nitro 2,nombre_h_Quechua MH500,nombre_h_Reebok Floatride Energy 5,nombre_h_Reebok Professional Deck,nombre_h_Salomon Speedcross 5 GTX,nombre_h_Sveltus Kettlebell 12kg,nombre_h_The North Face Borealis,nombre_h_Trek Marlin 7,categoria_h_Fitness,categoria_h_Outdoor,categoria_h_Running,categoria_h_Wellness,subcategoria_h_Banco Gimnasio,subcategoria_h_Bandas Elásticas,subcategoria_h_Bicicleta Montaña,subcategoria_h_Bloque Yoga,subcategoria_h_Cojín Yoga,subcategoria_h_Esterilla Fitness,subcategoria_h_Esterilla Yoga,subcategoria_h_Mancuernas Ajustables,subcategoria_h_Mochila Trekking,subcategoria_h_Pesa Rusa,subcategoria_h_Pesas Casa,subcategoria_h_Rodillera Yoga,subcategoria_h_Ropa Montaña,subcategoria_h_Ropa Running,subcategoria_h_Zapatillas Running,subcategoria_h_Zapatillas Trail
2021-11-01,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,7,115.07,805.49,11,0,False,True,81.23,33.83999999999999,41.65948541179365,0.06999999999999318,0.48999999999995225,True,1.4165948541179365,9.0,6.0,1,2021,False,False,False,True,Otono,9.0,12.0,12.0,7.0,8.0,8.0,6.0,9.0,0.06086956521738537,95.35333333333334,1.2067748024889882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-02,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,116.1,1161.0,11,1,False,False,82.69,33.41,40.40391824888136,1.0999999999999943,10.999999999999943,True,1.4040391824888137,7.0,8.0,2,2021,False,False,False,True,Otono,7.0,9.0,12.0,12.0,7.0,8.0,8.0,9.285714285714286,0.9565217391304299,96.15333333333335,1.207446439714345,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-03,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,114.58,1260.38,11,2,False,False,83.83,30.75,36.68137898127162,-0.4200000000000017,-4.620000000000019,True,1.3668137898127162,10.0,8.0,3,2021,False,False,False,False,Otono,10.0,7.0,9.0,12.0,12.0,7.0,8.0,9.714285714285714,-0.3652173913043493,95.24000000000001,1.2030659386812261,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-04,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,112.23,1346.76,11,3,False,False,81.21,31.02000000000001,38.19726634650907,-2.769999999999996,-33.23999999999995,True,1.3819726634650906,11.0,7.0,4,2021,False,False,False,False,Otono,11.0,10.0,7.0,9.0,12.0,12.0,7.0,10.428571428571429,-2.40869565217391,96.58999999999999,1.1619215239672847,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-05,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,113.81,1138.1,11,4,False,False,82.28,31.53,38.32036947010209,-1.1899999999999977,-11.899999999999977,True,1.383203694701021,12.0,12.0,5,2021,False,False,False,False,Otono,12.0,11.0,10.0,7.0,9.0,12.0,12.0,10.142857142857142,-1.0347826086956502,96.17,1.1834251845689925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-06,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,117.8,1178.0,11,5,True,False,81.23,36.56999999999999,45.02031269235503,2.799999999999997,27.99999999999997,True,1.4502031269235502,10.0,12.0,6,2021,False,False,False,False,Otono,10.0,12.0,11.0,10.0,7.0,9.0,12.0,9.857142857142858,2.4347826086956497,95.43666666666667,1.234326429394712,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-07,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,116.04,1160.4,11,6,True,False,83.4,32.64,39.13669064748201,1.0400000000000063,10.400000000000063,True,1.3913669064748202,10.0,9.0,7,2021,False,False,False,False,Otono,10.0,10.0,12.0,11.0,10.0,7.0,9.0,10.0,0.904347826086962,96.15333333333332,1.2068224363863276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-08,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,9,113.46,1021.14,11,0,False,False,84.13,29.33,34.86271246879829,-1.5400000000000063,-13.860000000000056,True,1.3486271246879828,10.0,7.0,8,2021,False,False,False,False,Otono,10.0,10.0,10.0,12.0,11.0,10.0,7.0,10.285714285714286,-1.339130434782614,97.00333333333333,1.1696505274732827,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-09,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,11,113.98,1253.78,11,1,False,False,84.04,29.939999999999998,35.62589243217515,-1.019999999999996,-11.219999999999956,True,1.3562589243217515,9.0,10.0,9,2021,False,False,False,False,Otono,9.0,10.0,10.0,10.0,12.0,11.0,10.0,10.428571428571429,-0.886956521739127,96.93333333333334,1.1758596973865199,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-11-10,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,10,117.57,1175.7,11,2,False,False,83.54,34.02999999999999,40.7349772564041,2.569999999999993,25.699999999999932,True,1.407349772564041,11.0,11.0,10,2021,False,False,False,False,Otono,11.0,9.0,10.0,10.0,10.0,12.0,11.0,10.285714285714286,2.2347826086956464,96.34333333333332,1.220323149846037,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
